Ro global average: 1.6911581340099633

Height, Ro
0.0,0.6973834299698384
0.015873015873015872,0.7000553189461957
0.031746031746031744,0.713581814209227
0.047619047619047616,0.7461743143656387
0.06349206349206349,0.8016480770922142
0.07936507936507936,0.8786397125504318
0.09523809523809523,0.9720765476305527
0.1111111111111111,1.0747035982355293
0.12698412698412698,1.1785598512783688
0.14285714285714285,1.276245008874127
0.15873015873015872,1.3621930174938215
0.1746031746031746,1.4334695345879012
0.19047619047619047,1.4899162381895366
0.20634920634920634,1.5334449258601395
0.2222222222222222,1.5670250199394884
0.23809523809523808,1.593715675890106
0.25396825396825395,1.6160061575219664
0.2698412698412698,1.6354661939141035
0.2857142857142857,1.6525172707066433
0.30158730158730157,1.6667906854664656
0.31746031746031744,1.6779847529111187
0.3333333333333333,1.6863955978691716
0.3492063492063492,1.6923419025287267
0.36507936507936506,1.6963088842234704
0.38095238095238093,1.6993299685979706
0.3968253968253968,1.7018612841358698
0.4126984126984127,1.7039802862678672
0.42857142857142855,1.705576427004562
0.4444444444444444,1.706343868465162
0.4603174603174603,1.7066601114271405
0.47619047619047616,1.7074178071341017
0.49206349206349204,1.7098683814648261
0.5079365079365079,1.7144315687362441
0.5238095238095238,1.7198095726148979
0.5396825396825397,1.724541521002548
0.5555555555555556,1.7274415002240304
0.5714285714285714,1.7287558332252206
0.5873015873015873,1.7290380561490581
0.6031746031746031,1.7277254044735764
0.6190476190476191,1.7241972210194334
0.6349206349206349,1.717732432618444
0.6507936507936508,1.707792996097847
0.6666666666666666,1.6940605702098965
0.6825396825396826,1.6765583642367718
0.6984126984126984,1.6558545691983069
0.7142857142857143,1.6332027346685554
0.7301587301587301,1.6098160306070382
0.746031746031746,1.5861003571098058
0.7619047619047619,1.5615022835838999
0.7777777777777778,1.5344257391284488
0.7936507936507936,1.5022797105877033
0.8095238095238095,1.4615582010205836
0.8253968253968254,1.4086287780495543
0.8412698412698413,1.340983605232294
0.8571428571428571,1.2584622219605894
0.873015873015873,1.1640247598249318
0.8888888888888888,1.063560992121763
0.9047619047619048,0.9648615970410488
0.9206349206349206,0.8760739511760812
0.9365079365079365,0.8042102179478792
0.9523809523809523,0.7536594503324952
0.9682539682539683,0.7248514469877307
0.9841269841269841,0.7133227310345348
1.0,0.7111222532751296
